source,img,eps_chk,lgc_emp,dot12,sq_a,sq_b,mu_sq,sig2
ARES_ConvNeXt_B,24,0.0313725490196078,0.9475740790367126,0.0061084101907908,0.006886105518788,0.0066456482745707,0.0055387220345437,6.427038762302216e-11
ARES_ConvNeXt_B,25,0.0019607843137254,0.9998100399971008,0.0006035039550624,0.0006038309657014,0.0006036354461684,0.0006029323558323,6.019377270932713e-12
ARES_ConvNeXt_B,25,0.0039215686274509,0.9992436766624452,0.0006029577343724,0.0006032693199813,0.0006044667097739,0.0006029323558323,6.019377270932713e-12
ARES_ConvNeXt_B,25,0.0078431372549019,0.996986210346222,0.0006004673778079,0.0006046404014341,0.0006035042461007,0.0006029323558323,6.019377270932713e-12
ARES_ConvNeXt_B,25,0.0156862745098039,0.9880123138427734,0.000593043223489,0.00060589594068,0.0006077230791561,0.0006029323558323,6.019377270932713e-12
ARES_ConvNeXt_B,25,0.0313725490196078,0.9484734535217284,0.0005744725349359,0.0006310491007752,0.0006237390334717,0.0006029323558323,6.019377270932713e-12
ARES_ConvNeXt_B,26,0.0019607843137254,0.999850869178772,0.0078411269932985,0.0078400168567895,0.0078468220308423,0.0078294854611158,6.236575145202039e-11
ARES_ConvNeXt_B,26,0.0039215686274509,0.9994096755981444,0.0078427148982882,0.0078499009832739,0.0078542623668909,0.0078294854611158,6.236575145202039e-11
ARES_ConvNeXt_B,26,0.0078431372549019,0.9976233839988708,0.0078174592927098,0.0078480066731572,0.0078606698662042,0.0078294854611158,6.236575145202039e-11
ARES_ConvNeXt_B,26,0.0156862745098039,0.990804135799408,0.007770802360028,0.0078930919989943,0.00793909560889,0.0078294854611158,6.236575145202039e-11
ARES_ConvNeXt_B,26,0.0313725490196078,0.9650513529777528,0.0076826005242764,0.0081856288015842,0.0082379654049873,0.0078294854611158,6.236575145202039e-11
ARES_ConvNeXt_B,27,0.0019607843137254,0.9999224543571472,0.0010368026560172,0.001036662608385,0.0010372566757723,0.0010414312127977,4.169454278363238e-12
ARES_ConvNeXt_B,27,0.0039215686274509,0.999699890613556,0.0010406153742223,0.0010411465773358,0.0010413627605885,0.0010414312127977,4.169454278363238e-12
ARES_ConvNeXt_B,27,0.0078431372549019,0.9987911581993104,0.0010480390628799,0.0010531558655202,0.0010479595512151,0.0010414312127977,4.169454278363238e-12
ARES_ConvNeXt_B,27,0.0156862745098039,0.9951292276382446,0.001098608947359,0.0011173477396368,0.0011001595994457,0.0010414312127977,4.169454278363238e-12
ARES_ConvNeXt_B,27,0.0313725490196078,0.9772841334342957,0.0013834566343575,0.001439539133571,0.0014392381999641,0.0010414312127977,4.169454278363238e-12
ARES_ConvNeXt_B,28,0.0019607843137254,0.9998306632041932,0.0133361583575606,0.0133369294926524,0.0133444583043456,0.0133491270244121,1.226530127462766e-10
ARES_ConvNeXt_B,28,0.0039215686274509,0.9993017315864564,0.0133793642744421,0.0133870933204889,0.0134098595008254,0.0133491270244121,1.226530127462766e-10
ARES_ConvNeXt_B,28,0.0078431372549019,0.997402012348175,0.0132769392803311,0.0133482310920953,0.0133401742205023,0.0133491270244121,1.226530127462766e-10
ARES_ConvNeXt_B,28,0.0156862745098039,0.9895164370536804,0.0131724206730723,0.013413393869996,0.0134750176221132,0.0133491270244121,1.226530127462766e-10
ARES_ConvNeXt_B,28,0.0313725490196078,0.958787739276886,0.0119345802813768,0.0128222843632102,0.013051114976406,0.0133491270244121,1.226530127462766e-10
ARES_ConvNeXt_B,29,0.0019607843137254,0.9998979568481444,0.0128315109759569,0.0128314467146992,0.0128369377925992,0.0128144742920994,6.801095797648316e-11
ARES_ConvNeXt_B,29,0.0039215686274509,0.999576985836029,0.012780045159161,0.0127895465120673,0.0127927726134657,0.0128144742920994,6.801095797648316e-11
ARES_ConvNeXt_B,29,0.0078431372549019,0.9983423352241516,0.0127295870333909,0.0127832321450114,0.0127603402361273,0.0128144742920994,6.801095797648316e-11
ARES_ConvNeXt_B,29,0.0156862745098039,0.9934830069541932,0.0125456219539046,0.0127031421288847,0.0127240139991045,0.0128144742920994,6.801095797648316e-11
ARES_ConvNeXt_B,29,0.0313725490196078,0.9733235239982604,0.0115787964314222,0.0123271141201257,0.0120619665831327,0.0128144742920994,6.801095797648316e-11
ARES_ConvNeXt_B,30,0.0019607843137254,0.9998844265937804,2.048619031906128,2.0520458221435547,2.046161413192749,2.0513064861297607,1.2626649059654936e-08
ARES_ConvNeXt_B,30,0.0039215686274509,0.9995425343513488,2.052030086517334,2.0500991344451904,2.057804107666016,2.0513064861297607,1.2626649059654936e-08
ARES_ConvNeXt_B,30,0.0078431372549019,0.9981749653816224,2.0486485958099365,2.064177989959717,2.048215866088867,2.0513064861297607,1.2626649059654936e-08
ARES_ConvNeXt_B,30,0.0156862745098039,0.9928766489028932,2.017843008041382,2.0360629558563232,2.0574951171875,2.0513064861297607,1.2626649059654936e-08
ARES_ConvNeXt_B,30,0.0313725490196078,0.973350703716278,2.064706563949585,2.203169822692871,2.135709524154663,2.0513064861297607,1.2626649059654936e-08
ARES_ConvNeXt_B,31,0.0019607843137254,0.9998576045036316,0.0001183801941806,0.000118445525004,0.0001183803542517,0.0001184151697088,9.186523070026098e-13
ARES_ConvNeXt_B,31,0.0039215686274509,0.999414086341858,0.0001185422806884,0.0001185743967653,0.000118788680993,0.0001184151697088,9.186523070026098e-13
ARES_ConvNeXt_B,31,0.0078431372549019,0.997661292552948,0.0001182945197797,0.000119067459309,0.0001186216832138,0.0001184151697088,9.186523070026098e-13
